MatchID,Year,Decade,Date,Time,Stage,StageType,Group,Stadium,HostCity,HostCountry,HomeTeam,AwayTeam,HomeGoals,AwayGoals,TotalGoals,GoalDifference,Result,Winner,ExtraTime,PenaltyShootout,HomePenaltyGoals,AwayPenaltyGoals,HighScoringMatch,Scoreline
M-2006-48,2006,2000s,2006-06-23,21:00,Group Stage,Group Stage,Group G,RheinEnergieStadion,Cologne,Germany,Togo,France,0,2,2,2,Away Win,France,No,No,0,0,No,0–2
M-2006-49,2006,2000s,2006-06-24,17:00,Round Of 16,Knockout Stage,not applicable,Allianz Arena,Munich,Germany,Germany,Sweden,2,0,2,2,Home Win,Germany,No,No,0,0,No,2–0
M-2006-50,2006,2000s,2006-06-24,21:00,Round Of 16,Knockout Stage,not applicable,Zentralstadion,Leipzig,Germany,Argentina,Mexico,2,1,3,1,Home Win,Argentina,Yes,No,0,0,No,2–1
M-2006-51,2006,2000s,2006-06-25,17:00,Round Of 16,Knockout Stage,not applicable,Neckarstadion,Stuttgart,Germany,England,Ecuador,1,0,1,1,Home Win,England,No,No,0,0,No,1–0
M-2006-52,2006,2000s,2006-06-25,21:00,Round Of 16,Knockout Stage,not applicable,Frankenstadion,Nuremberg,Germany,Portugal,Netherlands,1,0,1,1,Home Win,Portugal,No,No,0,0,No,1–0
M-2006-53,2006,2000s,2006-06-26,17:00,Round Of 16,Knockout Stage,not applicable,Fritz-Walter-Stadion,Kaiserslautern,Germany,Italy,Australia,1,0,1,1,Home Win,Italy,No,No,0,0,No,1–0
M-2006-54,2006,2000s,2006-06-26,21:00,Round Of 16,Knockout Stage,not applicable,RheinEnergieStadion,Cologne,Germany,Switzerland,Ukraine,0,0,0,0,Draw,Ukraine,Yes,Yes,0,3,No,0–0
M-2006-55,2006,2000s,2006-06-27,17:00,Round Of 16,Knockout Stage,not applicable,Westfalenstadion,Dortmund,Germany,Brazil,Ghana,3,0,3,3,Home Win,Brazil,No,No,0,0,No,3–0
M-2006-56,2006,2000s,2006-06-27,21:00,Round Of 16,Knockout Stage,not applicable,Niedersachsenstadion,Hanover,Germany,Spain,France,1,3,4,2,Away Win,France,No,No,0,0,No,1–3
M-2006-57,2006,2000s,2006-06-30,17:00,Quarter-Finals,Knockout Stage,not applicable,Olympiastadion,Berlin,Germany,Germany,Argentina,1,1,2,0,Draw,Germany,Yes,Yes,4,2,No,1–1
M-2006-58,2006,2000s,2006-06-30,21:00,Quarter-Finals,Knockout Stage,not applicable,Volksparkstadion,Hamburg,Germany,Italy,Ukraine,3,0,3,3,Home Win,Italy,No,No,0,0,No,3–0
M-2006-59,2006,2000s,2006-07-01,17:00,Quarter-Finals,Knockout Stage,not applicable,Arena AufShalke,Gelsenkirchen,Germany,England,Portugal,0,0,0,0,Draw,Portugal,Yes,Yes,1,3,No,0–0
M-2006-60,2006,2000s,2006-07-01,21:00,Quarter-Finals,Knockout Stage,not applicable,Waldstadion,Frankfurt,Germany,Brazil,France,0,1,1,1,Away Win,France,No,No,0,0,No,0–1
M-2006-61,2006,2000s,2006-07-04,21:00,Semi-Finals,Knockout Stage,not applicable,Westfalenstadion,Dortmund,Germany,Germany,Italy,0,2,2,2,Away Win,Italy,Yes,No,0,0,No,0–2
M-2006-62,2006,2000s,2006-07-05,21:00,Semi-Finals,Knockout Stage,not applicable,Allianz Arena,Munich,Germany,Portugal,France,0,1,1,1,Away Win,France,No,No,0,0,No,0–1
M-2006-63,2006,2000s,2006-07-08,21:00,Third-Place Match,Knockout Stage,not applicable,Neckarstadion,Stuttgart,Germany,Germany,Portugal,3,1,4,2,Home Win,Germany,No,No,0,0,No,3–1
M-2006-64,2006,2000s,2006-07-09,20:00,Final,Knockout Stage,not applicable,Olympiastadion,Berlin,Germany,Italy,France,1,1,2,0,Draw,Italy,Yes,Yes,5,3,No,1–1
M-2010-01,2010,2010s,2010-06-11,16:00,Group Stage,Group Stage,Group A,Soccer City,Johannesburg,South Africa,South Africa,Mexico,1,1,2,0,Draw,Draw,No,No,0,0,No,1–1
M-2010-02,2010,2010s,2010-06-11,20:30,Group Stage,Group Stage,Group A,Cape Town Stadium,Cape Town,South Africa,Uruguay,France,0,0,0,0,Draw,Draw,No,No,0,0,No,0–0
M-2010-03,2010,2010s,2010-06-12,13:30,Group Stage,Group Stage,Group B,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa,South Korea,Greece,2,0,2,2,Home Win,South Korea,No,No,0,0,No,2–0
M-2010-04,2010,2010s,2010-06-12,16:00,Group Stage,Group Stage,Group B,Ellis Park Stadium,Johannesburg,South Africa,Argentina,Nigeria,1,0,1,1,Home Win,Argentina,No,No,0,0,No,1–0
M-2010-05,2010,2010s,2010-06-12,20:30,Group Stage,Group Stage,Group C,Royal Bafokeng Stadium,Rustenburg,South Africa,England,United States,1,1,2,0,Draw,Draw,No,No,0,0,No,1–1
M-2010-06,2010,2010s,2010-06-13,13:30,Group Stage,Group Stage,Group C,Peter Mokaba Stadium,Polokwane,South Africa,Algeria,Slovenia,0,1,1,1,Away Win,Slovenia,No,No,0,0,No,0–1
M-2010-07,2010,2010s,2010-06-13,16:00,Group Stage,Group Stage,Group D,Loftus Versfeld Stadium,Pretoria,South Africa,Serbia,Ghana,0,1,1,1,Away Win,Ghana,No,No,0,0,No,0–1
M-2010-08,2010,2010s,2010-06-13,20:30,Group Stage,Group Stage,Group D,Moses Mabhida Stadium,Durban,South Africa,Germany,Australia,4,0,4,4,Home Win,Germany,No,No,0,0,No,4–0
M-2010-09,2010,2010s,2010-06-14,13:30,Group Stage,Group Stage,Group E,Soccer City,Johannesburg,South Africa,Netherlands,Denmark,2,0,2,2,Home Win,Netherlands,No,No,0,0,No,2–0
M-2010-10,2010,2010s,2010-06-14,16:00,Group Stage,Group Stage,Group E,Free State Stadium,Bloemfontein,South Africa,Japan,Cameroon,1,0,1,1,Home Win,Japan,No,No,0,0,No,1–0
M-2010-11,2010,2010s,2010-06-14,20:30,Group Stage,Group Stage,Group F,Cape Town Stadium,Cape Town,South Africa,Italy,Paraguay,1,1,2,0,Draw,Draw,No,No,0,0,No,1–1
M-2010-12,2010,2010s,2010-06-15,13:30,Group Stage,Group Stage,Group F,Royal Bafokeng Stadium,Rustenburg,South Africa,New Zealand,Slovakia,1,1,2,0,Draw,Draw,No,No,0,0,No,1–1
M-2010-13,2010,2010s,2010-06-15,16:00,Group Stage,Group Stage,Group G,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa,Ivory Coast,Portugal,0,0,0,0,Draw,Draw,No,No,0,0,No,0–0
M-2010-14,2010,2010s,2010-06-15,20:30,Group Stage,Group Stage,Group G,Ellis Park Stadium,Johannesburg,South Africa,Brazil,North Korea,2,1,3,1,Home Win,Brazil,No,No,0,0,No,2–1
M-2010-15,2010,2010s,2010-06-16,13:30,Group Stage,Group Stage,Group H,Mbombela Stadium,Nelspruit,South Africa,Honduras,Chile,0,1,1,1,Away Win,Chile,No,No,0,0,No,0–1
M-2010-16,2010,2010s,2010-06-16,16:00,Group Stage,Group Stage,Group H,Moses Mabhida Stadium,Durban,South Africa,Spain,Switzerland,0,1,1,1,Away Win,Switzerland,No,No,0,0,No,0–1
M-2010-17,2010,2010s,2010-06-16,20:30,Group Stage,Group Stage,Group A,Loftus Versfeld Stadium,Pretoria,South Africa,South Africa,Uruguay,0,3,3,3,Away Win,Uruguay,No,No,0,0,No,0–3
M-2010-18,2010,2010s,2010-06-17,13:30,Group Stage,Group Stage,Group B,Soccer City,Johannesburg,South Africa,Argentina,South Korea,4,1,5,3,Home Win,Argentina,No,No,0,0,Yes,4–1
M-2010-19,2010,2010s,2010-06-17,16:00,Group Stage,Group Stage,Group B,Free State Stadium,Bloemfontein,South Africa,Greece,Nigeria,2,1,3,1,Home Win,Greece,No,No,0,0,No,2–1
M-2010-20,2010,2010s,2010-06-17,20:30,Group Stage,Group Stage,Group A,Peter Mokaba Stadium,Polokwane,South Africa,France,Mexico,0,2,2,2,Away Win,Mexico,No,No,0,0,No,0–2
M-2010-21,2010,2010s,2010-06-18,13:30,Group Stage,Group Stage,Group D,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa,Germany,Serbia,0,1,1,1,Away Win,Serbia,No,No,0,0,No,0–1
M-2010-22,2010,2010s,2010-06-18,16:00,Group Stage,Group Stage,Group C,Ellis Park Stadium,Johannesburg,South Africa,Slovenia,United States,2,2,4,0,Draw,Draw,No,No,0,0,No,2–2
M-2010-23,2010,2010s,2010-06-18,20:30,Group Stage,Group Stage,Group C,Cape Town Stadium,Cape Town,South Africa,England,Algeria,0,0,0,0,Draw,Draw,No,No,0,0,No,0–0
M-2010-24,2010,2010s,2010-06-19,13:30,Group Stage,Group Stage,Group E,Moses Mabhida Stadium,Durban,South Africa,Netherlands,Japan,1,0,1,1,Home Win,Netherlands,No,No,0,0,No,1–0
M-2010-25,2010,2010s,2010-06-19,16:00,Group Stage,Group Stage,Group D,Royal Bafokeng Stadium,Rustenburg,South Africa,Ghana,Australia,1,1,2,0,Draw,Draw,No,No,0,0,No,1–1
M-2010-26,2010,2010s,2010-06-19,20:30,Group Stage,Group Stage,Group E,Loftus Versfeld Stadium,Pretoria,South Africa,Cameroon,Denmark,1,2,3,1,Away Win,Denmark,No,No,0,0,No,1–2
M-2010-27,2010,2010s,2010-06-20,13:30,Group Stage,Group Stage,Group F,Free State Stadium,Bloemfontein,South Africa,Slovakia,Paraguay,0,2,2,2,Away Win,Paraguay,No,No,0,0,No,0–2
M-2010-28,2010,2010s,2010-06-20,16:00,Group Stage,Group Stage,Group F,Mbombela Stadium,Nelspruit,South Africa,Italy,New Zealand,1,1,2,0,Draw,Draw,No,No,0,0,No,1–1
M-2010-29,2010,2010s,2010-06-20,20:30,Group Stage,Group Stage,Group G,Soccer City,Johannesburg,South Africa,Brazil,Ivory Coast,3,1,4,2,Home Win,Brazil,No,No,0,0,No,3–1
M-2010-30,2010,2010s,2010-06-21,13:30,Group Stage,Group Stage,Group G,Cape Town Stadium,Cape Town,South Africa,Portugal,North Korea,7,0,7,7,Home Win,Portugal,No,No,0,0,Yes,7–0
M-2010-31,2010,2010s,2010-06-21,16:00,Group Stage,Group Stage,Group H,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa,Chile,Switzerland,1,0,1,1,Home Win,Chile,No,No,0,0,No,1–0
M-2010-32,2010,2010s,2010-06-21,20:30,Group Stage,Group Stage,Group H,Ellis Park Stadium,Johannesburg,South Africa,Spain,Honduras,2,0,2,2,Home Win,Spain,No,No,0,0,No,2–0
M-2010-33,2010,2010s,2010-06-22,16:00,Group Stage,Group Stage,Group A,Free State Stadium,Bloemfontein,South Africa,France,South Africa,1,2,3,1,Away Win,South Africa,No,No,0,0,No,1–2
M-2010-34,2010,2010s,2010-06-22,16:00,Group Stage,Group Stage,Group A,Royal Bafokeng Stadium,Rustenburg,South Africa,Mexico,Uruguay,0,1,1,1,Away Win,Uruguay,No,No,0,0,No,0–1
M-2010-35,2010,2010s,2010-06-22,20:30,Group Stage,Group Stage,Group B,Peter Mokaba Stadium,Polokwane,South Africa,Greece,Argentina,0,2,2,2,Away Win,Argentina,No,No,0,0,No,0–2
M-2010-36,2010,2010s,2010-06-22,20:30,Group Stage,Group Stage,Group B,Moses Mabhida Stadium,Durban,South Africa,Nigeria,South Korea,2,2,4,0,Draw,Draw,No,No,0,0,No,2–2
M-2010-37,2010,2010s,2010-06-23,16:00,Group Stage,Group Stage,Group C,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa,Slovenia,England,0,1,1,1,Away Win,England,No,No,0,0,No,0–1
M-2010-38,2010,2010s,2010-06-23,16:00,Group Stage,Group Stage,Group C,Loftus Versfeld Stadium,Pretoria,South Africa,United States,Algeria,1,0,1,1,Home Win,United States,No,No,0,0,No,1–0
M-2010-39,2010,2010s,2010-06-23,20:30,Group Stage,Group Stage,Group D,Mbombela Stadium,Nelspruit,South Africa,Australia,Serbia,2,1,3,1,Home Win,Australia,No,No,0,0,No,2–1
M-2010-40,2010,2010s,2010-06-23,20:30,Group Stage,Group Stage,Group D,Soccer City,Johannesburg,South Africa,Ghana,Germany,0,1,1,1,Away Win,Germany,No,No,0,0,No,0–1
M-2010-41,2010,2010s,2010-06-24,16:00,Group Stage,Group Stage,Group F,Peter Mokaba Stadium,Polokwane,South Africa,Paraguay,New Zealand,0,0,0,0,Draw,Draw,No,No,0,0,No,0–0
M-2010-42,2010,2010s,2010-06-24,16:00,Group Stage,Group Stage,Group F,Ellis Park Stadium,Johannesburg,South Africa,Slovakia,Italy,3,2,5,1,Home Win,Slovakia,No,No,0,0,Yes,3–2
M-2010-43,2010,2010s,2010-06-24,20:30,Group Stage,Group Stage,Group E,Cape Town Stadium,Cape Town,South Africa,Cameroon,Netherlands,1,2,3,1,Away Win,Netherlands,No,No,0,0,No,1–2
M-2010-44,2010,2010s,2010-06-24,20:30,Group Stage,Group Stage,Group E,Royal Bafokeng Stadium,Rustenburg,South Africa,Denmark,Japan,1,3,4,2,Away Win,Japan,No,No,0,0,No,1–3
M-2010-45,2010,2010s,2010-06-25,16:00,Group Stage,Group Stage,Group G,Mbombela Stadium,Nelspruit,South Africa,North Korea,Ivory Coast,0,3,3,3,Away Win,Ivory Coast,No,No,0,0,No,0–3
M-2010-46,2010,2010s,2010-06-25,16:00,Group Stage,Group Stage,Group G,Moses Mabhida Stadium,Durban,South Africa,Portugal,Brazil,0,0,0,0,Draw,Draw,No,No,0,0,No,0–0
M-2010-47,2010,2010s,2010-06-25,20:30,Group Stage,Group Stage,Group H,Loftus Versfeld Stadium,Pretoria,South Africa,Chile,Spain,1,2,3,1,Away Win,Spain,No,No,0,0,No,1–2
M-2010-48,2010,2010s,2010-06-25,20:30,Group Stage,Group Stage,Group H,Free State Stadium,Bloemfontein,South Africa,Switzerland,Honduras,0,0,0,0,Draw,Draw,No,No,0,0,No,0–0
M-2010-49,2010,2010s,2010-06-26,16:00,Round Of 16,Knockout Stage,not applicable,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa,Uruguay,South Korea,2,1,3,1,Home Win,Uruguay,No,No,0,0,No,2–1
M-2010-50,2010,2010s,2010-06-26,20:30,Round Of 16,Knockout Stage,not applicable,Royal Bafokeng Stadium,Rustenburg,South Africa,United States,Ghana,1,2,3,1,Away Win,Ghana,Yes,No,0,0,No,1–2
M-2010-51,2010,2010s,2010-06-27,16:00,Round Of 16,Knockout Stage,not applicable,Free State Stadium,Bloemfontein,South Africa,Germany,England,4,1,5,3,Home Win,Germany,No,No,0,0,Yes,4–1
M-2010-52,2010,2010s,2010-06-27,20:30,Round Of 16,Knockout Stage,not applicable,Soccer City,Johannesburg,South Africa,Argentina,Mexico,3,1,4,2,Home Win,Argentina,No,No,0,0,No,3–1
M-2010-53,2010,2010s,2010-06-28,16:00,Round Of 16,Knockout Stage,not applicable,Moses Mabhida Stadium,Durban,South Africa,Netherlands,Slovakia,2,1,3,1,Home Win,Netherlands,No,No,0,0,No,2–1
M-2010-54,2010,2010s,2010-06-28,20:30,Round Of 16,Knockout Stage,not applicable,Ellis Park Stadium,Johannesburg,South Africa,Brazil,Chile,3,0,3,3,Home Win,Brazil,No,No,0,0,No,3–0
M-2010-55,2010,2010s,2010-06-29,16:00,Round Of 16,Knockout Stage,not applicable,Loftus Versfeld Stadium,Pretoria,South Africa,Paraguay,Japan,0,0,0,0,Draw,Paraguay,Yes,Yes,5,3,No,0–0
M-2010-56,2010,2010s,2010-06-29,20:30,Round Of 16,Knockout Stage,not applicable,Cape Town Stadium,Cape Town,South Africa,Spain,Portugal,1,0,1,1,Home Win,Spain,No,No,0,0,No,1–0
M-2010-57,2010,2010s,2010-07-02,16:00,Quarter-Finals,Knockout Stage,not applicable,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa,Netherlands,Brazil,2,1,3,1,Home Win,Netherlands,No,No,0,0,No,2–1
M-2010-58,2010,2010s,2010-07-02,20:30,Quarter-Finals,Knockout Stage,not applicable,Soccer City,Johannesburg,South Africa,Uruguay,Ghana,1,1,2,0,Draw,Uruguay,Yes,Yes,4,2,No,1–1
M-2010-59,2010,2010s,2010-07-03,16:00,Quarter-Finals,Knockout Stage,not applicable,Cape Town Stadium,Cape Town,South Africa,Argentina,Germany,0,4,4,4,Away Win,Germany,No,No,0,0,No,0–4
M-2010-60,2010,2010s,2010-07-03,20:30,Quarter-Finals,Knockout Stage,not applicable,Ellis Park Stadium,Johannesburg,South Africa,Paraguay,Spain,0,1,1,1,Away Win,Spain,No,No,0,0,No,0–1
M-2010-61,2010,2010s,2010-07-06,20:30,Semi-Finals,Knockout Stage,not applicable,Cape Town Stadium,Cape Town,South Africa,Uruguay,Netherlands,2,3,5,1,Away Win,Netherlands,No,No,0,0,Yes,2–3
M-2010-62,2010,2010s,2010-07-07,20:30,Semi-Finals,Knockout Stage,not applicable,Moses Mabhida Stadium,Durban,South Africa,Germany,Spain,0,1,1,1,Away Win,Spain,No,No,0,0,No,0–1
M-2010-63,2010,2010s,2010-07-10,20:30,Third-Place Match,Knockout Stage,not applicable,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa,Uruguay,Germany,2,3,5,1,Away Win,Germany,No,No,0,0,Yes,2–3
M-2010-64,2010,2010s,2010-07-11,20:30,Final,Knockout Stage,not applicable,Soccer City,Johannesburg,South Africa,Netherlands,Spain,0,1,1,1,Away Win,Spain,Yes,No,0,0,No,0–1
M-2014-01,2014,2010s,2014-06-12,17:00,Group Stage,Group Stage,Group A,Arena Corinthians,São Paulo,Brazil,Brazil,Croatia,3,1,4,2,Home Win,Brazil,No,No,0,0,No,3–1
M-2014-02,2014,2010s,2014-06-13,13:00,Group Stage,Group Stage,Group A,Arena das Dunas,Natal,Brazil,Mexico,Cameroon,1,0,1,1,Home Win,Mexico,No,No,0,0,No,1–0
M-2014-03,2014,2010s,2014-06-13,16:00,Group Stage,Group Stage,Group B,Arena Fonte Nova,Salvador,Brazil,Spain,Netherlands,1,5,6,4,Away Win,Netherlands,No,No,0,0,Yes,1–5
M-2014-04,2014,2010s,2014-06-13,18:00,Group Stage,Group Stage,Group B,Arena Pantanal,Cuiabá,Brazil,Chile,Australia,3,1,4,2,Home Win,Chile,No,No,0,0,No,3–1
M-2014-05,2014,2010s,2014-06-14,13:00,Group Stage,Group Stage,Group C,Estádio Mineirão,Belo Horizonte,Brazil,Colombia,Greece,3,0,3,3,Home Win,Colombia,No,No,0,0,No,3–0
M-2014-06,2014,2010s,2014-06-14,16:00,Group Stage,Group Stage,Group D,Estádio Castelão,Fortaleza,Brazil,Uruguay,Costa Rica,1,3,4,2,Away Win,Costa Rica,No,No,0,0,No,1–3
M-2014-07,2014,2010s,2014-06-14,18:00,Group Stage,Group Stage,Group D,Arena da Amazônia,Manaus,Brazil,England,Italy,1,2,3,1,Away Win,Italy,No,No,0,0,No,1–2
M-2014-08,2014,2010s,2014-06-14,22:00,Group Stage,Group Stage,Group C,Arena Pernambuco,Recife,Brazil,Ivory Coast,Japan,2,1,3,1,Home Win,Ivory Coast,No,No,0,0,No,2–1
M-2014-09,2014,2010s,2014-06-15,13:00,Group Stage,Group Stage,Group E,Estádio Nacional,Brasília,Brazil,Switzerland,Ecuador,2,1,3,1,Home Win,Switzerland,No,No,0,0,No,2–1
M-2014-10,2014,2010s,2014-06-15,16:00,Group Stage,Group Stage,Group E,Estádio Beira-Rio,Porto Alegre,Brazil,France,Honduras,3,0,3,3,Home Win,France,No,No,0,0,No,3–0
M-2014-11,2014,2010s,2014-06-15,19:00,Group Stage,Group Stage,Group F,Estádio do Maracanã,Rio de Janeiro,Brazil,Argentina,Bosnia and Herzegovina,2,1,3,1,Home Win,Argentina,No,No,0,0,No,2–1
M-2014-12,2014,2010s,2014-06-16,13:00,Group Stage,Group Stage,Group G,Arena Fonte Nova,Salvador,Brazil,Germany,Portugal,4,0,4,4,Home Win,Germany,No,No,0,0,No,4–0
M-2014-13,2014,2010s,2014-06-16,16:00,Group Stage,Group Stage,Group F,Arena da Baixada,Curitiba,Brazil,Iran,Nigeria,0,0,0,0,Draw,Draw,No,No,0,0,No,0–0
M-2014-14,2014,2010s,2014-06-16,19:00,Group Stage,Group Stage,Group G,Arena das Dunas,Natal,Brazil,Ghana,United States,1,2,3,1,Away Win,United States,No,No,0,0,No,1–2
M-2014-15,2014,2010s,2014-06-17,13:00,Group Stage,Group Stage,Group H,Estádio Mineirão,Belo Horizonte,Brazil,Belgium,Algeria,2,1,3,1,Home Win,Belgium,No,No,0,0,No,2–1
M-2014-16,2014,2010s,2014-06-17,16:00,Group Stage,Group Stage,Group A,Estádio Castelão,Fortaleza,Brazil,Brazil,Mexico,0,0,0,0,Draw,Draw,No,No,0,0,No,0–0
M-2014-17,2014,2010s,2014-06-17,18:00,Group Stage,Group Stage,Group H,Arena Pantanal,Cuiabá,Brazil,Russia,South Korea,1,1,2,0,Draw,Draw,No,No,0,0,No,1–1
M-2014-18,2014,2010s,2014-06-18,13:00,Group Stage,Group Stage,Group B,Estádio Beira-Rio,Porto Alegre,Brazil,Australia,Netherlands,2,3,5,1,Away Win,Netherlands,No,No,0,0,Yes,2–3
M-2014-19,2014,2010s,2014-06-18,16:00,Group Stage,Group Stage,Group B,Estádio do Maracanã,Rio de Janeiro,Brazil,Spain,Chile,0,2,2,2,Away Win,Chile,No,No,0,0,No,0–2
M-2014-20,2014,2010s,2014-06-18,18:00,Group Stage,Group Stage,Group A,Arena da Amazônia,Manaus,Brazil,Cameroon,Croatia,0,4,4,4,Away Win,Croatia,No,No,0,0,No,0–4
M-2014-21,2014,2010s,2014-06-19,13:00,Group Stage,Group Stage,Group C,Estádio Nacional,Brasília,Brazil,Colombia,Ivory Coast,2,1,3,1,Home Win,Colombia,No,No,0,0,No,2–1
M-2014-22,2014,2010s,2014-06-19,16:00,Group Stage,Group Stage,Group D,Arena Corinthians,São Paulo,Brazil,Uruguay,England,2,1,3,1,Home Win,Uruguay,No,No,0,0,No,2–1
M-2014-23,2014,2010s,2014-06-19,19:00,Group Stage,Group Stage,Group C,Arena das Dunas,Natal,Brazil,Japan,Greece,0,0,0,0,Draw,Draw,No,No,0,0,No,0–0
M-2014-24,2014,2010s,2014-06-20,13:00,Group Stage,Group Stage,Group D,Arena Pernambuco,Recife,Brazil,Italy,Costa Rica,0,1,1,1,Away Win,Costa Rica,No,No,0,0,No,0–1
M-2014-25,2014,2010s,2014-06-20,16:00,Group Stage,Group Stage,Group E,Arena Fonte Nova,Salvador,Brazil,Switzerland,France,2,5,7,3,Away Win,France,No,No,0,0,Yes,2–5
M-2014-26,2014,2010s,2014-06-20,19:00,Group Stage,Group Stage,Group E,Arena da Baixada,Curitiba,Brazil,Honduras,Ecuador,1,2,3,1,Away Win,Ecuador,No,No,0,0,No,1–2
M-2014-27,2014,2010s,2014-06-21,13:00,Group Stage,Group Stage,Group F,Estádio Mineirão,Belo Horizonte,Brazil,Argentina,Iran,1,0,1,1,Home Win,Argentina,No,No,0,0,No,1–0
M-2014-28,2014,2010s,2014-06-21,16:00,Group Stage,Group Stage,Group G,Estádio Castelão,Fortaleza,Brazil,Germany,Ghana,2,2,4,0,Draw,Draw,No,No,0,0,No,2–2
M-2014-29,2014,2010s,2014-06-21,18:00,Group Stage,Group Stage,Group F,Arena Pantanal,Cuiabá,Brazil,Nigeria,Bosnia and Herzegovina,1,0,1,1,Home Win,Nigeria,No,No,0,0,No,1–0
M-2014-30,2014,2010s,2014-06-22,13:00,Group Stage,Group Stage,Group H,Estádio do Maracanã,Rio de Janeiro,Brazil,Belgium,Russia,1,0,1,1,Home Win,Belgium,No,No,0,0,No,1–0
M-2014-31,2014,2010s,2014-06-22,16:00,Group Stage,Group Stage,Group H,Estádio Beira-Rio,Porto Alegre,Brazil,South Korea,Algeria,2,4,6,2,Away Win,Algeria,No,No,0,0,Yes,2–4
M-2014-32,2014,2010s,2014-06-22,18:00,Group Stage,Group Stage,Group G,Arena da Amazônia,Manaus,Brazil,United States,Portugal,2,2,4,0,Draw,Draw,No,No,0,0,No,2–2
M-2014-33,2014,2010s,2014-06-23,13:00,Group Stage,Group Stage,Group B,Arena da Baixada,Curitiba,Brazil,Australia,Spain,0,3,3,3,Away Win,Spain,No,No,0,0,No,0–3
M-2014-34,2014,2010s,2014-06-23,13:00,Group Stage,Group Stage,Group B,Arena Corinthians,São Paulo,Brazil,Netherlands,Chile,2,0,2,2,Home Win,Netherlands,No,No,0,0,No,2–0
M-2014-35,2014,2010s,2014-06-23,17:00,Group Stage,Group Stage,Group A,Estádio Nacional,Brasília,Brazil,Cameroon,Brazil,1,4,5,3,Away Win,Brazil,No,No,0,0,Yes,1–4
M-2014-36,2014,2010s,2014-06-23,17:00,Group Stage,Group Stage,Group A,Arena Pernambuco,Recife,Brazil,Croatia,Mexico,1,3,4,2,Away Win,Mexico,No,No,0,0,No,1–3
M-2014-37,2014,2010s,2014-06-24,13:00,Group Stage,Group Stage,Group D,Estádio Mineirão,Belo Horizonte,Brazil,Costa Rica,England,0,0,0,0,Draw,Draw,No,No,0,0,No,0–0
M-2014-38,2014,2010s,2014-06-24,13:00,Group Stage,Group Stage,Group D,Arena das Dunas,Natal,Brazil,Italy,Uruguay,0,1,1,1,Away Win,Uruguay,No,No,0,0,No,0–1
M-2014-39,2014,2010s,2014-06-24,16:00,Group Stage,Group Stage,Group C,Arena Pantanal,Cuiabá,Brazil,Japan,Colombia,1,4,5,3,Away Win,Colombia,No,No,0,0,Yes,1–4
M-2014-40,2014,2010s,2014-06-24,17:00,Group Stage,Group Stage,Group C,Estádio Castelão,Fortaleza,Brazil,Greece,Ivory Coast,2,1,3,1,Home Win,Greece,No,No,0,0,No,2–1
M-2014-41,2014,2010s,2014-06-25,13:00,Group Stage,Group Stage,Group F,Arena Fonte Nova,Salvador,Brazil,Bosnia and Herzegovina,Iran,3,1,4,2,Home Win,Bosnia and Herzegovina,No,No,0,0,No,3–1
M-2014-42,2014,2010s,2014-06-25,13:00,Group Stage,Group Stage,Group F,Estádio Beira-Rio,Porto Alegre,Brazil,Nigeria,Argentina,2,3,5,1,Away Win,Argentina,No,No,0,0,Yes,2–3
M-2014-43,2014,2010s,2014-06-25,16:00,Group Stage,Group Stage,Group E,Arena da Amazônia,Manaus,Brazil,Honduras,Switzerland,0,3,3,3,Away Win,Switzerland,No,No,0,0,No,0–3
M-2014-44,2014,2010s,2014-06-25,17:00,Group Stage,Group Stage,Group E,Estádio do Maracanã,Rio de Janeiro,Brazil,Ecuador,France,0,0,0,0,Draw,Draw,No,No,0,0,No,0–0
M-2014-45,2014,2010s,2014-06-26,13:00,Group Stage,Group Stage,Group G,Estádio Nacional,Brasília,Brazil,Portugal,Ghana,2,1,3,1,Home Win,Portugal,No,No,0,0,No,2–1
M-2014-46,2014,2010s,2014-06-26,13:00,Group Stage,Group Stage,Group G,Arena Pernambuco,Recife,Brazil,United States,Germany,0,1,1,1,Away Win,Germany,No,No,0,0,No,0–1
M-2014-47,2014,2010s,2014-06-26,17:00,Group Stage,Group Stage,Group H,Arena da Baixada,Curitiba,Brazil,Algeria,Russia,1,1,2,0,Draw,Draw,No,No,0,0,No,1–1
M-2014-48,2014,2010s,2014-06-26,17:00,Group Stage,Group Stage,Group H,Arena Corinthians,São Paulo,Brazil,South Korea,Belgium,0,1,1,1,Away Win,Belgium,No,No,0,0,No,0–1
M-2014-49,2014,2010s,2014-06-28,13:00,Round Of 16,Knockout Stage,not applicable,Estádio Mineirão,Belo Horizonte,Brazil,Brazil,Chile,1,1,2,0,Draw,Brazil,Yes,Yes,3,2,No,1–1
